angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	nominative	{0} kotna minuta	101 kotna minuta je	{0} kotni minuti	102 kotni minuti je	{0} kotne minute	4 kotne minute je	{0} kotnih minut	5 kotnih minut je
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	accusative	{0} kotno minuto	čez 101 kotno minuto	{0} kotni minuti	čez 102 kotni minuti	{0} kotne minute	čez 4 kotne minute	{0} kotnih minut	čez 5 kotnih minut
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	genitive	{0} kotne minute	brez 101 kotne minute	{0} kotnih minut	brez 102 kotnih minut	{0} kotnih minut	brez 4 kotnih minut	{0} kotnih minut	brez 5 kotnih minut
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	locative	{0} kotni minuti	po 101 kotni minuti	{0} kotnih minutah	po 102 kotnih minutah	{0} kotnih minutah	po 4 kotnih minutah	{0} kotnih minutah	po 5 kotnih minutah
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	dative	{0} kotni minuti	kljub 101 kotni minuti	{0} kotnima minutama	kljub 102 kotnima minutama	{0} kotnim minutam	kljub 4 kotnim minutam	{0} kotnim minutam	kljub 5 kotnim minutam
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	instrumental	{0} kotno minuto	s/z 101 kotno minuto	{0} kotnima minutama	s/z 102 kotnima minutama	{0} kotnimi minutami	s/z 4 kotnimi minutami	{0} kotnimi minutami	s/z 5 kotnimi minutami
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	nominative	{0} stopinja	101 stopinja je	{0} stopinji	102 stopinji je	{0} stopinje	4 stopinje je	{0} stopinj	5 stopinj je
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	accusative	{0} stopinjo	čez 101 stopinjo	{0} stopinji	čez 102 stopinji	{0} stopinje	čez 4 stopinje	{0} stopinj	čez 5 stopinj
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	genitive	{0} stopinje	brez 101 stopinje	{0} stopinj	brez 102 stopinj	{0} stopinj	brez 4 stopinj	{0} stopinj	brez 5 stopinj
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	locative	{0} stopinji	po 101 stopinji	{0} stopinjah	po 102 stopinjah	{0} stopinjah	po 4 stopinjah	{0} stopinjah	po 5 stopinjah
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	dative	{0} stopinji	kljub 101 stopinji	{0} stopinjama	kljub 102 stopinjama	{0} stopinjam	kljub 4 stopinjam	{0} stopinjam	kljub 5 stopinjam
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	instrumental	{0} stopinjo	s/z 101 stopinjo	{0} stopinjama	s/z 102 stopinjama	{0} stopinjami	s/z 4 stopinjami	{0} stopinjami	s/z 5 stopinjami
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	nominative	{0} radian	101 radian je	{0} radiana	102 radiana je	{0} radiani	4 radiani je	{0} radianov	5 radianov je
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	accusative	{0} radian	čez 101 radian	{0} radiana	čez 102 radiana	{0} radiane	čez 4 radiane	{0} radianov	čez 5 radianov
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	genitive	{0} radiana	brez 101 radiana	{0} radianov	brez 102 radianov	{0} radianov	brez 4 radianov	{0} radianov	brez 5 radianov
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	locative	{0} radianu	po 101 radianu	{0} radianih	po 102 radianih	{0} radianih	po 4 radianih	{0} radianih	po 5 radianih
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	dative	{0} radianu	kljub 101 radianu	{0} radianoma	kljub 102 radianoma	{0} radianom	kljub 4 radianom	{0} radianom	kljub 5 radianom
angle	radian ( = ~0.1591549430918953 rev)	masculine	On radian	instrumental	{0} radianom	s/z 101 radianom	{0} radianoma	s/z 102 radianoma	{0} radiani	s/z 4 radiani	{0} radiani	s/z 5 radiani
angle	revolutions	masculine	On vrtljaj	nominative	{0} vrtljaj	101 vrtljaj je	{0} vrtljaja	102 vrtljaja je	{0} vrtljaji	4 vrtljaji je	{0} vrtljajev	5 vrtljajev je
angle	revolutions	masculine	On vrtljaj	accusative	{0} vrtljaj	čez 101 vrtljaj	{0} vrtljaja	čez 102 vrtljaja	{0} vrtljaje	čez 4 vrtljaje	{0} vrtljajev	čez 5 vrtljajev
angle	revolutions	masculine	On vrtljaj	genitive	{0} vrtljaja	brez 101 vrtljaja	{0} vrtljajev	brez 102 vrtljajev	{0} vrtljajev	brez 4 vrtljajev	{0} vrtljajev	brez 5 vrtljajev
angle	revolutions	masculine	On vrtljaj	locative	{0} vrtljaju	po 101 vrtljaju	{0} vrtljajih	po 102 vrtljajih	{0} vrtljajih	po 4 vrtljajih	{0} vrtljajih	po 5 vrtljajih
angle	revolutions	masculine	On vrtljaj	dative	{0} vrtljaju	kljub 101 vrtljaju	{0} vrtljajema	kljub 102 vrtljajema	{0} vrtljajem	kljub 4 vrtljajem	{0} vrtljajem	kljub 5 vrtljajem
angle	revolutions	masculine	On vrtljaj	instrumental	{0} vrtljajem	s/z 101 vrtljajem	{0} vrtljajema	s/z 102 vrtljajema	{0} vrtljaji	s/z 4 vrtljaji	{0} vrtljaji	s/z 5 vrtljaji
area	square centimeters	masculine	On kvadratni centimeter	nominative	{0} kvadratni centimeter	101 kvadratni centimeter je	{0} kvadratna centimetra	102 kvadratna centimetra je	{0} kvadratni centimetri	4 kvadratni centimetri je	{0} kvadratnih centimetrov	5 kvadratnih centimetrov je
area	square centimeters	masculine	On kvadratni centimeter	accusative	{0} kvadratni centimeter	čez 101 kvadratni centimeter	{0} kvadratna centimetra	čez 102 kvadratna centimetra	{0} kvadratne centimetre	čez 4 kvadratne centimetre	{0} kvadratnih centimetrov	čez 5 kvadratnih centimetrov
area	square centimeters	masculine	On kvadratni centimeter	genitive	{0} kvadratnega centimetra	brez 101 kvadratnega centimetra	{0} kvadratnih centimetrov	brez 102 kvadratnih centimetrov	{0} kvadratnih centimetrov	brez 4 kvadratnih centimetrov	{0} kvadratnih centimetrov	brez 5 kvadratnih centimetrov
area	square centimeters	masculine	On kvadratni centimeter	locative	{0} kvadratnem centimetru	po 101 kvadratnem centimetru	{0} kvadratnih centimetrih	po 102 kvadratnih centimetrih	{0} kvadratnih centimetrih	po 4 kvadratnih centimetrih	{0} kvadratnih centimetrih	po 5 kvadratnih centimetrih
area	square centimeters	masculine	On kvadratni centimeter	dative	{0} kvadratnemu centimetru	kljub 101 kvadratnemu centimetru	{0} kvadratnima centimetroma	kljub 102 kvadratnima centimetroma	{0} kvadratnim centimetrom	kljub 4 kvadratnim centimetrom	{0} kvadratnim centimetrom	kljub 5 kvadratnim centimetrom
area	square centimeters	masculine	On kvadratni centimeter	instrumental	{0} kvadratnim centimetrom	s/z 101 kvadratnim centimetrom	{0} kvadratnima centimetroma	s/z 102 kvadratnima centimetroma	{0} kvadratnimi centimetri	s/z 4 kvadratnimi centimetri	{0} kvadratnimi centimetri	s/z 5 kvadratnimi centimetri
area	square meters	masculine	On kvadratni meter	nominative	{0} kvadratni meter	101 kvadratni meter je	{0} kvadratna metra	102 kvadratna metra je	{0} kvadratni metri	4 kvadratni metri je	{0} kvadratnih metrov	5 kvadratnih metrov je
area	square meters	masculine	On kvadratni meter	accusative	{0} kvadratni meter	čez 101 kvadratni meter	{0} kvadratna metra	čez 102 kvadratna metra	{0} kvadratne metre	čez 4 kvadratne metre	{0} kvadratnih metrov	čez 5 kvadratnih metrov
area	square meters	masculine	On kvadratni meter	genitive	{0} kvadratnega metra	brez 101 kvadratnega metra	{0} kvadratnih metrov	brez 102 kvadratnih metrov	{0} kvadratnih metrov	brez 4 kvadratnih metrov	{0} kvadratnih metrov	brez 5 kvadratnih metrov
area	square meters	masculine	On kvadratni meter	locative	{0} kvadratnem metru	po 101 kvadratnem metru	{0} kvadratnih metrih	po 102 kvadratnih metrih	{0} kvadratnih metrih	po 4 kvadratnih metrih	{0} kvadratnih metrih	po 5 kvadratnih metrih
area	square meters	masculine	On kvadratni meter	dative	{0} kvadratnemu metru	kljub 101 kvadratnemu metru	{0} kvadratnima metroma	kljub 102 kvadratnima metroma	{0} kvadratnim metrom	kljub 4 kvadratnim metrom	{0} kvadratnim metrom	kljub 5 kvadratnim metrom
area	square meters	masculine	On kvadratni meter	instrumental	{0} kvadratnim metrom	s/z 101 kvadratnim metrom	{0} kvadratnima metroma	s/z 102 kvadratnima metroma	{0} kvadratnimi metri	s/z 4 kvadratnimi metri	{0} kvadratnimi metri	s/z 5 kvadratnimi metri
area	hectares	masculine	On hektar	nominative	{0} hektar	101 hektar je	{0} hektara	102 hektara je	{0} hektari	4 hektari je	{0} hektarov	5 hektarov je
area	hectares	masculine	On hektar	accusative	{0} hektar	čez 101 hektar	{0} hektara	čez 102 hektara	{0} hektare	čez 4 hektare	{0} hektarjev	čez 5 hektarjev
area	hectares	masculine	On hektar	genitive	{0} hektara	brez 101 hektara	{0} hektarjev	brez 102 hektarjev	{0} hektarjev	brez 4 hektarjev	{0} hektarjev	brez 5 hektarjev
area	hectares	masculine	On hektar	locative	{0} hektarju	po 101 hektarju	{0} hektarih	po 102 hektarih	{0} hektarih	po 4 hektarih	{0} hektarih	po 5 hektarih
area	hectares	masculine	On hektar	dative	{0} hektarju	kljub 101 hektarju	{0} hektarjema	kljub 102 hektarjema	{0} hektarjem	kljub 4 hektarjem	{0} hektarjem	kljub 5 hektarjem
area	hectares	masculine	On hektar	instrumental	{0} hektarjem	s/z 101 hektarjem	{0} hektarjema	s/z 102 hektarjema	{0} hektari	s/z 4 hektari	{0} hektari	s/z 5 hektari
area	square kilometers	masculine	On kvadratni kilometer	nominative	{0} kvadratni kilometer	101 kvadratni kilometer je	{0} kvadratna kilometra	102 kvadratna kilometra je	{0} kvadratni kilometri	4 kvadratni kilometri je	{0} kvadratnih kilometrov	5 kvadratnih kilometrov je
area	square kilometers	masculine	On kvadratni kilometer	accusative	{0} kvadratni kilometer	čez 101 kvadratni kilometer	{0} kvadratna kilometra	čez 102 kvadratna kilometra	{0} kvadratne kilometre	čez 4 kvadratne kilometre	{0} kvadratnih kilometrov	čez 5 kvadratnih kilometrov
area	square kilometers	masculine	On kvadratni kilometer	genitive	{0} kvadratnega kilometra	brez 101 kvadratnega kilometra	{0} kvadratnih kilometrov	brez 102 kvadratnih kilometrov	{0} kvadratnih kilometrov	brez 4 kvadratnih kilometrov	{0} kvadratnih kilometrov	brez 5 kvadratnih kilometrov
area	square kilometers	masculine	On kvadratni kilometer	locative	{0} kvadratnem kilometru	po 101 kvadratnem kilometru	{0} kvadratnih kilometrih	po 102 kvadratnih kilometrih	{0} kvadratnih kilometrih	po 4 kvadratnih kilometrih	{0} kvadratnih kilometrih	po 5 kvadratnih kilometrih
area	square kilometers	masculine	On kvadratni kilometer	dative	{0} kvadratnemu kilometru	kljub 101 kvadratnemu kilometru	{0} kvadratnima kilometroma	kljub 102 kvadratnima kilometroma	{0} kvadratnim kilometrom	kljub 4 kvadratnim kilometrom	{0} kvadratnim kilometrom	kljub 5 kvadratnim kilometrom
area	square kilometers	masculine	On kvadratni kilometer	instrumental	{0} kvadratnim kilometrom	s/z 101 kvadratnim kilometrom	{0} kvadratnima kilometroma	s/z 102 kvadratnima kilometroma	{0} kvadratnimi kilometri	s/z 4 kvadratnimi kilometri	{0} kvadratnimi kilometri	s/z 5 kvadratnimi kilometri
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	nominative	{0} milimol na liter	101 milimol na liter je	{0} milimola na liter	102 milimola na liter je	{0} milimoli na liter	4 milimoli na liter je	{0} milimolov na liter	5 milimolov na liter je
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	accusative	{0} milimol na liter	čez 101 milimol na liter	{0} milimola na liter	čez 102 milimola na liter	{0} milimole na liter	čez 4 milimole na liter	{0} milimolov na liter	čez 5 milimolov na liter
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	genitive	{0} milimola na liter	brez 101 milimola na liter	{0} milimolov na liter	brez 102 milimolov na liter	{0} milimolov na liter	brez 4 milimolov na liter	{0} milimolov na liter	brez 5 milimolov na liter
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	locative	{0} milimolu na liter	po 101 milimolu na liter	{0} milimolih na liter	po 102 milimolih na liter	{0} milimolih na liter	po 4 milimolih na liter	{0} milimolih na liter	po 5 milimolih na liter
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	dative	{0} milimolu na liter	kljub 101 milimolu na liter	{0} milimoloma na liter	kljub 102 milimoloma na liter	{0} milimolom na liter	kljub 4 milimolom na liter	{0} milimolom na liter	kljub 5 milimolom na liter
concentration	millimole-per-liter ( = 602,214,076,000,000,000,000,000 items per cubic meter)	masculine	On milimol na liter	instrumental	{0} milimolom na liter	s/z 101 milimolom na liter	{0} milimoloma na liter	s/z 102 milimoloma na liter	{0} milimoli na liter	s/z 4 milimoli na liter	{0} milimoli na liter	s/z 5 milimoli na liter
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	nominative	{0} liter na 100 kilometrov	101 liter na 100 kilometrov je	{0} litra na 100 kilometrov	102 litra na 100 kilometrov je	{0} litri na 100 kilometrov	4 litri na 100 kilometrov je	{0} litrov na 100 kilometrov	5 litrov na 100 kilometrov je
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	accusative	{0} liter na 100 kilometrov	čez 101 liter na 100 kilometrov	{0} litra na 100 kilometrov	čez 102 litra na 100 kilometrov	{0} litre na 100 kilometrov	čez 4 litre na 100 kilometrov	{0} litrov na 100 kilometrov	čez 5 litrov na 100 kilometrov
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	genitive	{0} litra na 100 kilometrov	brez 101 litra na 100 kilometrov	{0} litrov na 100 kilometrov	brez 102 litrov na 100 kilometrov	{0} litrov na 100 kilometrov	brez 4 litrov na 100 kilometrov	{0} litrov na 100 kilometrov	brez 5 litrov na 100 kilometrov
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	locative	{0} litru na 100 kilometrov	po 101 litru na 100 kilometrov	{0} litrih na 100 kilometrov	po 102 litrih na 100 kilometrov	{0} litrih na 100 kilometrov	po 4 litrih na 100 kilometrov	{0} litrih na 100 kilometrov	po 5 litrih na 100 kilometrov
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	dative	{0} litru na 100 kilometrov	kljub 101 litru na 100 kilometrov	{0} litroma na 100 kilometrov	kljub 102 litroma na 100 kilometrov	{0} litrom na 100 kilometrov	kljub 4 litrom na 100 kilometrov	{0} litrom na 100 kilometrov	kljub 5 litrom na 100 kilometrov
consumption	liters per 100 kilometers	masculine	On liter na 100 kilometrov	instrumental	{0} litrom na 100 kilometrov	s/z 101 litrom na 100 kilometrov	{0} litroma na 100 kilometrov	s/z 102 litroma na 100 kilometrov	{0} litri na 100 kilometrov	s/z 4 litri na 100 kilometrov	{0} litri na 100 kilometrov	s/z 5 litri na 100 kilometrov
consumption	liters per kilometer	masculine	On liter na kilometer	nominative	{0} liter na kilometer	101 liter na kilometer je	{0} litra na kilometer	102 litra na kilometer je	{0} litri na kilometer	4 litri na kilometer je	{0} litrov na kilometer	5 litrov na kilometer je
consumption	liters per kilometer	masculine	On liter na kilometer	accusative	{0} liter na kilometer	čez 101 liter na kilometer	{0} litra na kilometer	čez 102 litra na kilometer	{0} litre na kilometer	čez 4 litre na kilometer	{0} litrov na kilometer	čez 5 litrov na kilometer
consumption	liters per kilometer	masculine	On liter na kilometer	genitive	{0} litra na kilometer	brez 101 litra na kilometer	{0} litrov na kilometer	brez 102 litrov na kilometer	{0} litrov na kilometer	brez 4 litrov na kilometer	{0} litrov na kilometer	brez 5 litrov na kilometer
consumption	liters per kilometer	masculine	On liter na kilometer	locative	{0} litru na kilometer	po 101 litru na kilometer	{0} litrih na kilometer	po 102 litrih na kilometer	{0} litrih na kilometer	po 4 litrih na kilometer	{0} litrih na kilometer	po 5 litrih na kilometer
consumption	liters per kilometer	masculine	On liter na kilometer	dative	{0} litru na kilometer	kljub 101 litru na kilometer	{0} litroma na kilometer	kljub 102 litroma na kilometer	{0} litrom na kilometer	kljub 4 litrom na kilometer	{0} litrom na kilometer	kljub 5 litrom na kilometer
consumption	liters per kilometer	masculine	On liter na kilometer	instrumental	{0} litrom na kilometer	s/z 101 litrom na kilometer	{0} litroma na kilometer	s/z 102 litroma na kilometer	{0} litri na kilometer	s/z 4 litri na kilometer	{0} litri na kilometer	s/z 5 litri na kilometer
digital	bits	masculine	On bit	nominative	{0} bit	101 bit je	{0} bita	102 bita je	{0} biti	4 biti je	{0} bitov	5 bitov je
digital	bits	masculine	On bit	accusative	{0} bit	čez 101 bit	{0} bita	čez 102 bita	{0} bite	čez 4 bite	{0} bitov	čez 5 bitov
digital	bits	masculine	On bit	genitive	{0} bita	brez 101 bita	{0} bitov	brez 102 bitov	{0} bitov	brez 4 bitov	{0} bitov	brez 5 bitov
digital	bits	masculine	On bit	locative	{0} bitu	po 101 bitu	{0} bitih	po 102 bitih	{0} bitih	po 4 bitih	{0} bitih	po 5 bitih
digital	bits	masculine	On bit	dative	{0} bitu	kljub 101 bitu	{0} bitoma	kljub 102 bitoma	{0} bitom	kljub 4 bitom	{0} bitom	kljub 5 bitom
digital	bits	masculine	On bit	instrumental	{0} bitom	s/z 101 bitom	{0} bitoma	s/z 102 bitoma	{0} biti	s/z 4 biti	{0} biti	s/z 5 biti
digital	byte ( = 8 bit)	masculine	On bajt	nominative	{0} bajt	101 bajt je	{0} bajta	102 bajta je	{0} bajti	4 bajti je	{0} bajtov	5 bajtov je
digital	byte ( = 8 bit)	masculine	On bajt	accusative	{0} bajt	čez 101 bajt	{0} bajta	čez 102 bajta	{0} bajte	čez 4 bajte	{0} bajtov	čez 5 bajtov
digital	byte ( = 8 bit)	masculine	On bajt	genitive	{0} bajta	brez 101 bajta	{0} bajtov	brez 102 bajtov	{0} bajtov	brez 4 bajtov	{0} bajtov	brez 5 bajtov
digital	byte ( = 8 bit)	masculine	On bajt	locative	{0} bajtu	po 101 bajtu	{0} bajtih	po 102 bajtih	{0} bajtih	po 4 bajtih	{0} bajtih	po 5 bajtih
digital	byte ( = 8 bit)	masculine	On bajt	dative	{0} bajtu	kljub 101 bajtu	{0} bajtoma	kljub 102 bajtoma	{0} bajtom	kljub 4 bajtom	{0} bajtom	kljub 5 bajtom
digital	byte ( = 8 bit)	masculine	On bajt	instrumental	{0} bajtom	s/z 101 bajtom	{0} bajtoma	s/z 102 bajtoma	{0} bajti	s/z 4 bajti	{0} bajti	s/z 5 bajti
digital	kilobits	masculine	On kilobit	nominative	{0} kilobit	101 kilobit je	{0} kilobita	102 kilobita je	{0} kilobiti	4 kilobiti je	{0} kilobitov	5 kilobitov je
digital	kilobits	masculine	On kilobit	accusative	{0} kilobit	čez 101 kilobit	{0} kilobita	čez 102 kilobita	{0} kilobite	čez 4 kilobite	{0} kilobitov	čez 5 kilobitov
digital	kilobits	masculine	On kilobit	genitive	{0} kilobita	brez 101 kilobita	{0} kilobitov	brez 102 kilobitov	{0} kilobitov	brez 4 kilobitov	{0} kilobitov	brez 5 kilobitov
