# Grammatical Features
#Locale	ID	Feature	Usage	Values
Hebrew	he	grammaticalDefiniteness	general	indefinite, definite, construct
Hebrew	he	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
voltage	volts	masculine	‫הוולט הראשון הוא הקובע‬
volume	cubic-centimeter • ( = 1 mL)	masculine	‫הסנטימטר מעוקב הראשון הוא הקובע‬
volume	milliliters	masculine	‫המיליליטר הראשון הוא הקובע‬
volume	centiliters	masculine	‫הסנטיליטר הראשון הוא הקובע‬
volume	deciliter • ( = 10 cL)	masculine	‫הדציליטר הראשון הוא הקובע‬
volume	cup-metric • ( = 25 cL)	feminine	‫הכוס מידה מטרית הראשונה היא הקובעת‬
volume	pint-metric • ( = 50 cL)	masculine	‫הפינט מטרי הראשון הוא הקובע‬
volume	liters	masculine	‫הליטר הראשון הוא הקובע‬
volume	hectoliters	masculine	‫ההקטוליטר הראשון הוא הקובע‬
volume	cubic meters	masculine	‫המטר מעוקב הראשון הוא הקובע‬
volume	megaliters	masculine	‫המגה ליטר הראשון הוא הקובע‬
volume	cubic kilometers	masculine	‫הקילומטר מעוקב הראשון הוא הקובע‬
year-duration	month • ( = 0.08˙3 yrs)	masculine	‫החודש הראשון הוא הקובע‬
year-duration	quarter • ( = 0.25 yrs)	masculine	‫הרבעון הראשון הוא הקובע‬
year-duration	years	feminine	‫השנה הראשונה היא הקובעת‬
year-duration	decades	masculine	‫העשור הראשון הוא הקובע‬
year-duration	centuries	feminine	‫המאה הראשונה היא הקובעת‬

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 1.0	Pattern for two	Case MP + pattern with 2.0	Pattern for other	Case MP + pattern with 3.0
power2	nominative	masculine • (meter)	‫{0} בריבוע‬	‫1 מטר בריבוע‬	‫{0} בריבוע‬	‫2 מטרים בריבוע‬	‫{0} בריבוע‬	‫3 מטרים בריבוע‬
power2	nominative	feminine • (second)	‫{0} בריבוע‬	‫1 שניה בריבוע‬	‫{0} בריבוע‬	‫שתי שניות בריבועשתי שניות‬	‫{0} בריבוע‬	‫3 שניות בריבוע‬
power3	nominative	masculine • (meter)	‫{0} מעוקב‬	‫1 מטר מעוקב‬	‫{0} מעוקב‬	‫2 מטרים מעוקב‬	‫{0} מעוקב‬	‫3 מטרים מעוקב‬
power3	nominative	feminine • (second)	‫{0} מעוקב‬	‫1 שניה מעוקב‬	‫{0} מעוקב‬	‫שתי שניות מעוקבשתי שניות‬	‫{0} מעוקב‬	‫3 שניות מעוקב‬
