# Grammatical Features
#Locale	ID	Feature	Usage	Values
Hebrew	he	grammaticalDefiniteness	general	indefinite, definite, construct
Hebrew	he	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a
pressure	pascals	masculine	‫הפסקל הראשון הוא הקובע‬
pressure	hectopascal • ( = 1 mbar)	masculine	‫ההקטופסקל הראשון הוא הקובע‬
pressure	millibars	masculine	‫המיליבר הראשון הוא הקובע‬
pressure	kilopascals	masculine	‫הקילו-פסקל הראשון הוא הקובע‬
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a
pressure	bars	masculine	‫הבר הראשון הוא הקובע‬
pressure	atmosphere • ( = 1.01325 bar)	feminine	‫האטמוספרה הראשונה היא הקובעת‬
pressure	megapascals	masculine	‫המגה-פסקל הראשון הוא הקובע‬
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	‫ה‎ ppcm‎ הראשון הוא הקובע‬
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	‫הקילומטר לשעה הראשון הוא הקובע‬
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a
speed	meters per second	masculine	‫המטר לשנייה הראשון הוא הקובע‬
speed	light-speed • ( = 299792458 m/s)	n/a	n/a
substance-amount	items	masculine	‫הפריט הראשון הוא הקובע‬
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	‫המול הראשון הוא הקובע‬
temperature	degrees temperature	feminine	‫ה° הראשונה היא הקובעת‬
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a
temperature	celsius • ( = 1 K)	feminine	‫המעלת צלזיוס הראשונה היא הקובעת‬
temperature	kelvins	feminine	‫הקלווין הראשונה היא הקובעת‬
typewidth	typographic ems	masculine	‫ה‎ em ‎ הראשון הוא הקובע‬
voltage	volts	masculine	‫הוולט הראשון הוא הקובע‬
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a
volume	cubic-centimeter • ( = 1 mL)	masculine	‫הסנטימטר מעוקב הראשון הוא הקובע‬
volume	milliliters	masculine	‫המיליליטר הראשון הוא הקובע‬
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a
volume	centiliters	masculine	‫הסנטיליטר הראשון הוא הקובע‬
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a
volume	deciliter • ( = 10 cL)	masculine	‫הדציליטר הראשון הוא הקובע‬
volume	cup • ( = 23.65882365 cL)	n/a	n/a
volume	cup-metric • ( = 25 cL)	feminine	‫הכוס מידה מטרית הראשונה היא הקובעת‬
volume	pint • ( = 47.3176473 cL)	n/a	n/a
volume	pint-metric • ( = 50 cL)	masculine	‫הפינט מטרי הראשון הוא הקובע‬
volume	quart • ( = 0.946352946 L)	n/a	n/a
volume	liters	masculine	‫הליטר הראשון הוא הקובע‬
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a
volume	gallon • ( = 3.785411784 L)	n/a	n/a
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a
volume	bushel • ( = 35.23907016688 L)	n/a	n/a
volume	hectoliters	masculine	‫ההקטוליטר הראשון הוא הקובע‬
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a
volume	cubic meters	masculine	‫המטר מעוקב הראשון הוא הקובע‬
volume	megaliters	masculine	‫המגה ליטר הראשון הוא הקובע‬
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a
volume	cubic kilometers	masculine	‫הקילומטר מעוקב הראשון הוא הקובע‬
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a
year-duration	month • ( = 0.08˙3 yrs)	masculine	‫החודש הראשון הוא הקובע‬
year-duration	quarter • ( = 0.25 yrs)	masculine	‫הרבעון הראשון הוא הקובע‬
year-duration	years	feminine	‫השנה הראשונה היא הקובעת‬
year-duration	decades	masculine	‫העשור הראשון הוא הקובע‬
year-duration	centuries	feminine	‫המאה הראשונה היא הקובעת‬

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 1.0	Pattern for two	Case MP + pattern with 2.0	Pattern for other	Case MP + pattern with 3.0
power2	nominative	masculine • (meter)	‫{0} בריבוע‬	‫מטר בריבוע 1‬	‫{0} בריבוע‬	‫2 מטרים בריבוע‬	‫{0} בריבוע‬	‫3 מטרים בריבוע‬
power2	nominative	feminine • (second)	‫{0} בריבוע‬	‫שניה בריבועשניה‬	‫{0} בריבוע‬	‫שתי שניות בריבועשתי שניות‬	‫{0} בריבוע‬	‫3 שניות בריבוע‬
power3	nominative	masculine • (meter)	‫{0} מעוקב‬	‫מטר מעוקב 1‬	‫{0} מעוקב‬	‫2 מטרים מעוקב‬	‫{0} מעוקב‬	‫3 מטרים מעוקב‬
power3	nominative	feminine • (second)	‫{0} מעוקב‬	‫שניה מעוקבשניה‬	‫{0} מעוקב‬	‫שתי שניות מעוקבשתי שניות‬	‫{0} מעוקב‬	‫3 שניות מעוקב‬
